Cod_Prod;Nom_Prod;Concent;Nom_Form_Farm;Presentac;Fracción;Num_RegSan;Nom_Titular;Nom_Fabricante;Nom_IFA;Nom_Rubro;Situación
55193;DOLORLESS COMPOSITUM;500 mg + 10 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta;100;EN01934;LABORATORIOS INDUQUIMICA S.A.;LABORATORIOS INDUQUIMICA S.A.;PARACETAMOL + N-BUTILBROMURO DE HIOSCINA;ESPECIALIDAD FARMACEUTICA;ACT
49251;DOLORLESS REXAL;300 mg + 250 mg;Tableta Recubierta;Caja Envase Blister Tableta Recubierta;100;EN04306;LABORATORIOS INDUQUIMICA S.A.;LABORATORIOS INDUQUIMICA S.A.;CLORZOXAZONA + PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
50375;DOLORO;5 mg;Tableta Recubierta;Caja Envase Blister Tableta Recubierta;30;EE07741;EUROFARMA PERU S.A.C.;EUROFARMA COLOMBIA S.A.S. - COLOMBIA;CICLOBENZAPRINA CLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
50376;DOLORO;10 mg;Tableta Recubierta;Caja Envase Blister Tableta Recubierta;30;EE07742;EUROFARMA PERU S.A.C.;EUROFARMA COLOMBIA S.A.S. - COLOMBIA;CICLOBENZAPRINA CLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
51373;DOLOSAR;50 mg/ 10 mL;Solución Inyectable;Caja Vial x 10 mL;10;EE08954;AGRIPINO SARMIENTO CCOSCCO;SWISS PARENTERALS LTD.;MIDAZOLAM CLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
51195;DOLOSAR;5 mg/ 5 mL;Solución Inyectable;Caja vial x 5 mL;1;EE08837;AGRIPINO SARMIENTO CCOSCCO;SWISS PARENTERALS LTD.;MIDAZOLAM;ESPECIALIDAD FARMACEUTICA;ACT
51453;DOLOSAR;50 mg/ 10 mL;Solución Inyectable;Caja Vial x 10 mL;1;EE08954;AGRIPINO SARMIENTO CCOSCCO;SWISS PARENTERALS LTD.;MIDAZOLAM CLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
52038;DOLOSAR;5 mg/ 5 mL;Solución Inyectable;Caja vial x 5 mL;10;EE08837;AGRIPINO SARMIENTO CCOSCCO;SWISS PARENTERALS LTD.;MIDAZOLAM;ESPECIALIDAD FARMACEUTICA;ACT
42509;DOLOSCIENS;100 mg;Tableta de Liberación Retardada;Caja Envase Blister Tableta de Liberación Retardada;10;EN04908;SCIENTIA PHARMA S.A.C.;LABORATORIOS INDUQUIMICA S.A.;KETOPROFENO;ESPECIALIDAD FARMACEUTICA;ACT
60440;DOLOSCIENS®;100 mg;Tableta de Liberación Prolongada;Caja Envase Blíster Tableta de Liberación Prolongada;10;EE13591;SCIENTIA PHARMA S.A.C.;CENTURION LABORATORIES PVT. LTD.;KETOPROFENO;ESPECIALIDAD FARMACEUTICA;ACT
58489;DOLOSIN;2 %;Gel Tópico;Caja Tubo x 50 g;1;EN09447;REPRESENTACIONES CASTILLO SOCIEDAD ANONIMA;LABORATORIOS PORTUGAL S.R.L.;DICLOFENACO DIETILAMINA;ESPECIALIDAD FARMACEUTICA;ACT
53018;DOLOSIN;1 %;Gel;Caja Tubo x 50 g;1;EN03446;REPRESENTACIONES CASTILLO SOCIEDAD ANONIMA;LABORATORIOS PORTUGAL S.R.L.;DICLOFENACO SODICO;ESPECIALIDAD FARMACEUTICA;ACT
47502;DOLOSPORT;550 mg;Tableta Recubierta;Caja Envase Blíster Tabletas Recubiertas;100;EN02149;SERVICIOS PACIFICO DEL NORTE S.A.C.- DROGUERIA PACIFICO;MEDROCK CORPORATION SOCIEDAD ANONIMA CERRADA;NAPROXENO SODICO;ESPECIALIDAD FARMACEUTICA;ACT
47899;DOLOTERALGEX;2 %;Gel;Caja Tubo x 50 g;1;EN06879;BIOS PERU S.A.C.;LABORATORIOS PORTUGAL S.R.L.;DICLOFENACO DIETILAMINA;ESPECIALIDAD FARMACEUTICA;ACT
62082;DOLOTERALGEX;2.32 %;Gel;Caja Tubo x 50 g;1;EN06879;BIOS PERU S.A.C.;LABORATORIOS PORTUGAL S.R.L.;DICLOFENACO DIETILAMINA;ESPECIALIDAD FARMACEUTICA;ACT
61617;DOLOTREN;75 mg/ 3 mL;Solución Inyectable;Caja Ampolla x 3 mL;10;EE01460;FAES FARMA PERU S.A.C.;FAES FARMA PORTUGAL S.A.;DICLOFENACO SODICO;ESPECIALIDAD FARMACEUTICA;ACT
61580;DOLOTREN;100 mg;Supositorio;Caja Envase Blister Supositorios;12;EE01368;FAES FARMA PERU S.A.C.;FAES FARMA PORTUGAL S.A.;DICLOFENACO SODICO;ESPECIALIDAD FARMACEUTICA;ACT
61142;DOLOTREN;75 mg/ 3 mL;Solución Inyectable;Caja Ampolla x 3 mL;50;EE01460;FAES FARMA PERU S.A.C.;FAES FARMA PORTUGAL S.A.;DICLOFENACO SODICO;ESPECIALIDAD FARMACEUTICA;ACT
52320;DOLOTREN;75 mg/ 3 mL;Solución Inyectable;Caja Ampolla x 3 mL;10;EE01460;FAES FARMA PERU S.A.C.;LABORATORIOS VITORIA, S.A.;DICLOFENACO SODICO;ESPECIALIDAD FARMACEUTICA;ACT
41379;DOLOTREN;75 mg/ 3 mL;Solución Inyectable;Caja Ampolla x 3 mL;100;EE01460;FAES FARMA PERU S.A.C.;LABORATORIOS VITORIA, S.A.;DICLOFENACO SODICO;ESPECIALIDAD FARMACEUTICA;ACT
41983;DOLOTREN;100 mg;Supositorio;Caja Envase Blister Supositorios;12;EE01368;FAES FARMA PERU S.A.C.;LABORATORIOS VITORIA, S.A.;DICLOFENACO SODICO;ESPECIALIDAD FARMACEUTICA;ACT
41965;DOLOTREN;50 mg;Comprimido Gastrorresistente;Caja Envase Blíster Comprimidos;20;EE01190;FAES FARMA PERU S.A.C.;FAES FARMA S.A.;DICLOFENACO SODICO;ESPECIALIDAD FARMACEUTICA;ACT
41966;DOLOTREN;50 mg;Comprimido Gastrorresistente;Caja Envase Blíster Comprimidos;100;EE01190;FAES FARMA PERU S.A.C.;FAES FARMA S.A.;DICLOFENACO SODICO;ESPECIALIDAD FARMACEUTICA;ACT
41969;DOLOTREN;75 mg/ 3 mL;Solución Inyectable;Caja Ampolla x 3 mL;50;EE01460;FAES FARMA PERU S.A.C.;LABORATORIOS VITORIA, S.A.;DICLOFENACO SODICO;ESPECIALIDAD FARMACEUTICA;ACT
41388;DOLOTREN RETARD;100 mg;Cápsula de Liberación Prolongada;Caja Envase Blister Cápsulas;20;EE00772;FAES FARMA PERU S.A.C.;FAES FARMA S.A.;DICLOFENACO SODICO;ESPECIALIDAD FARMACEUTICA;ACT
56551;DOLOTRIX;200 mg + 500 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta;100;EN08933;DROGUERIA E.S.C. PHARMED CORPORATION S.A.C.;DROGUERIA E.S.C. PHARMED CORPORATION S.A.C.;IBUPROFENO + PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
62264;DOLOUROTAN;50 mg;Comprimido Gastrorresistente;Caja Envase Blister Comprimidos Gastrorresistente;100;EN09259;LABORATORIOS FARMACEUTICOS MARKOS S.A.;LABORATORIOS FARMACEUTICOS MARKOS S.A.;DICLOFENACO SODICO;ESPECIALIDAD FARMACEUTICA;ACT
55553;DOLOX 100;1000 mg;Tableta Efervescente;Caja Envase Blíster Tabletas;12;EE10763;DROGUERIA PERU S.A.C. - DROPESAC;GLOBELA PHARMA PVT. LTD.;PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
54288;DOLOX MIGRAÑA;250 mg + 250 mg + 65 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta;100;EE10565;DROGUERIA PERU S.A.C. - DROPESAC;SCOTT-EDIL PHARMACIA LTD.;ACIDO ACETILSALICILICO + CAFEINA + PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
42363;DOLPROFEN;400 mg;Cápsula Blanda;Caja Envase Blister Capsulas Blandas;30;EE04819;PERULAB S.A.;LABORATORIO KEMEX S.A.;IBUPROFENO;ESPECIALIDAD FARMACEUTICA;ACT
48445;DOLTEN;400 mg;Cápsula Blanda;Caja Envase Blister Cápsula Blanda;100;EN06461;NOVAX E.I.R.L.;LABORATORIOS PORTUGAL S.R.L.;IBUPROFENO;ESPECIALIDAD FARMACEUTICA;ACT
44852;DOLTEN INFANTIL;100 mg/ 5 mL;Suspensión Oral;Caja Frasco x 60 mL + Accesorio;1;EN05789;NOVAX E.I.R.L.;LABORATORIOS PORTUGAL S.R.L.;IBUPROFENO;ESPECIALIDAD FARMACEUTICA;ACT
60140;DOLTIUM;50 mg/ 2 mL;Solución Inyectable y para Perfusión;Caja Ampolla x 2 mL;10;EE12604;AGSAREH S.A.C.;CAPLIN POINT LABORATORIES LIMITED;DEXKETOPROFENO TROMETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
55484;DOLUTEGRAVIR;50 mg;Tableta Recubierta;Caja Frasco x 30 Tableta Recubierta;1;EE08931;PHARMARIS PERU S.A.C.;MYLAN LABORATORIES LIMITED - INDIA;DOLUTEGRAVIR DE SODIO;ESPECIALIDAD FARMACEUTICA;ACT
56082;DOLUTEGRAVIR + LAMIVUDINA + TENOFOVIR DISOPROXIL FUMARATO;50 mg + 300 mg + 300 mg;Tableta Recubierta;Caja Frasco x 30 Tabletas Recubiertas;1;EE10080;NORDIC PHARMACEUTICAL COMPANY S.A.C.;MACLEODS PHARMACEUTICALS LIMITED;LAMIVUDINA + TENOFOVIR DISOPROXIL FUMARATO + DOLUTEGRAVIR DE SODIO;ESPECIALIDAD FARMACEUTICA;ACT
60231;DOLUTEGRAVIR + LAMIVUDINA + TENOFOVIR DISOPROXIL FUMARATO;50 mg + 300 mg + 300 mg;Tableta Recubierta;Caja Frasco x 30 Tabletas Recubiertas;1;EE11930;SEVEN PHARMA S.A.C.;HETERO LABS LIMITED;LAMIVUDINA + DOLUTEGRAVIR DE SODIO + FUMARATO DE TENOFOVIR DISOPROXILO;ESPECIALIDAD FARMACEUTICA;ACT
58524;DOLVIRAN;250 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta;400;EN09500;DROGUERIA E.S.C. PHARMED CORPORATION S.A.C.;DROGUERIA E.S.C. PHARMED CORPORATION S.A.C.;PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
36858;DOLWIL;100 mg;Tableta Recubierta de Liberación Prolongada;Caja Envase Blister Tabletas;100;EN01772;BIOS PERU S.A.C.;LABORATORIOS INDUQUIMICA S.A.;KETOPROFENO;ESPECIALIDAD FARMACEUTICA;ACT
40659;DOLXICAM;15 mg;Tableta;Caja Envase Folio Tabletas;100;EN01270;LABORATORIOS DELFARMA S.A.C.;LABORATORIOS DELFARMA S.A.C.;MELOXICAM;ESPECIALIDAD FARMACEUTICA;ACT
40666;DOLXICAM;15 mg;Tableta;Caja Envase Folio Tabletas;1;EN01270;LABORATORIOS DELFARMA S.A.C.;LABORATORIOS DELFARMA S.A.C.;MELOXICAM;ESPECIALIDAD FARMACEUTICA;ACT
41618;DOMINIUM;100 mg;Comprimido Recubierto;Caja Envase Blíster Comprimidos;10;EE02066;TECNOFARMA S.A.;MONTE VERDE S.A.;SERTRALINA CLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
54532;DOMINIUM;50 mg;Comprimido Recubierto;Caja Envase Blíster Comprimido Recubierto;10;EE09801;TECNOFARMA S.A.;FARMACEUTICA PARAGUAYA S.A.;SERTRALINA CLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
54533;DOMINIUM;50 mg;Comprimido Recubierto;Caja Envase Blíster Comprimido Recubierto;30;EE09801;TECNOFARMA S.A.;FARMACEUTICA PARAGUAYA S.A.;SERTRALINA CLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
54640;DOMINIUM;100 mg;Comprimido Recubierto;Caja Envase Blíster Comprimido Recubierto;10;EE09802;TECNOFARMA S.A.;FARMACEUTICA PARAGUAYA S.A.;SERTRALINA CLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
59717;DOMPERIDONA;10 mg;Tableta;Caja Envase Blíster Tabletas;20;EE00627;GENFAR DEL PERU S.A.C.;FAREVA VILLA RICA S.A.S.;MALEATO DE DOMPERIDONA;ESPECIALIDAD FARMACEUTICA;ACT
39632;DOMPERIDONA;10 mg;Tableta;Caja Envase Blister Tabletas;20;EE00627;GENFAR DEL PERU S.A.C.;LABORATORIOS GENERICOS FARMACEUTICOS S.A. - GENFAR S.A.;DOMPERIDONA;ESPECIALIDAD FARMACEUTICA;ACT
45258;DOMPERIDONA;10 mg;Tableta;Caja Envase Blíster Tabletas;20;EE00627;SANOFI - AVENTIS DEL PERU S.A.;LABORATORIOS GENERICOS FARMACEUTICOS S.A. - GENFAR S.A.;DOMPERIDONA;ESPECIALIDAD FARMACEUTICA;ACT
42264;DON GRIPPA;;Tableta Recubierta;Caja Envase Blister Tableta Recubierta;100;EN03082;VITA PHARMA S.A.C.;VITA PHARMA SOCIEDAD ANONIMA CERRADA - VITA PHARMA S.A.C.;CLORFENAMINA MALEATO + FENILEFRINA CLORHIDRATO + PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
61823;DON GRIPPA;;Tableta Recubierta;Caja Envase Blister Tableta Recubierta;10;EN03082;CALOX VITAPHARMA SOCIEDAD ANONIMA CERRADA;CALOX VITAPHARMA SOCIEDAD ANONIMA CERRADA;CLORFENAMINA MALEATO + FENILEFRINA CLORHIDRATO + PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
49159;DONAFAN FORTE;2 mg;Tableta;Caja Envase Blíster Tabletas;100;EN06881;ANSOLAT S.A.C.;LABORATORIOS PORTUGAL S.R.L.;LOPERAMIDA CLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
46818;DONAFORTE;2 mg;Tableta;Caja Envase Blíster Tabletas;100;EN05570;RUCEF S.A.C.;LABORATORIOS NATURALES Y GENERICOS S.A.C.;LOPERAMIDA CLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
53404;DONAFORT-L;2 mg;Tableta;Caja Envase Blíster Tabletas Recubiertas;100;EN07641;RUCEF S.A.C.;LABORATORIOS PORTUGAL S.R.L.;LOPERAMIDA CLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
39659;DONALAB 2;2 mg;Tableta;Caja Envase Blister Tabletas;100;EN00930;VITA PHARMA S.A.C.;VITA PHARMA SOCIEDAD ANONIMA CERRADA - VITA PHARMA S.A.C.;LOPERAMIDA CLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
39886;DONAMED F;2 mg;Tableta;Caja Envase Blister Tabletas;100;EN01906;MEDIFARMA S.A.;MEDIFARMA S.A.;LOPERAMIDA CLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
53011;DONAMEICAL;2 mg;Tableta;Caja Envase Blíster Tableta;100;EN08212;LABORATORIO FARMACEUTICO MEDICAL S.A. - LAFARMED;LABORATORIOS PORTUGAL S.R.L.;LOPERAMIDA CLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
53679;DONAPHARM;2 mg;Tableta;Caja Envase Blíster Tableta;100;EN08426;OQ PHARMA S.A.C.;LABORATORIOS PORTUGAL S.R.L.;LOPERAMIDA CLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
56443;DONASCIENS F;2 mg;Tableta;Caja Envase Blíster Tableta;100;EN09065;SCIENTIA PHARMA S.A.C.;LABORATORIOS GABBLAN S.A.C.;LOPERAMIDA CLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
39885;DONECIL;10 mg;Comprimido Recubierto;Caja Envase Blíster Comprimido Recubierto;30;EE01132;GRUNENTHAL PERUANA S.A.;LABORATORIOS ANDROMACO S.A.;DONEPEZILO CLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
55379;DONESTA® 10;10 mg;Tableta Recubierta;Caja Frasco x 30 Tabletas Recubiertas;1;EE07456;SEVEN PHARMA S.A.C.;HETERO LABS LIMITED;DONEPEZILO CLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
55796;DONESTA® 10;10 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta;30;EE07456;SEVEN PHARMA S.A.C.;HETERO LABS LIMITED;DONEPEZILO CLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
57802;DONEVITAE;10 mg;Comprimido Bucodispersable;Caja Envase Blíster Comprimido Bucodispersable;28;EE11622;GALENICUM VITAE PERU S.A.C.;GENEPHARM S.A.;DONEPEZILO CLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
52053;DONNEZ;5 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta;30;EE08959;SUN PHARMACEUTICAL INDUSTRIES S.A.C.;SUN PHARMACEUTICAL INDUSTRIES LIMITED;DONEPEZILO CLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
52054;DONNEZ;5 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta;60;EE08959;SUN PHARMACEUTICAL INDUSTRIES S.A.C.;SUN PHARMACEUTICAL INDUSTRIES LIMITED;DONEPEZILO CLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
52055;DONNEZ;10 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta;30;EE08957;SUN PHARMACEUTICAL INDUSTRIES S.A.C.;SUN PHARMACEUTICAL INDUSTRIES LIMITED;DONEPEZILO CLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
52056;DONNEZ;10 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta;60;EE08957;SUN PHARMACEUTICAL INDUSTRIES S.A.C.;SUN PHARMACEUTICAL INDUSTRIES LIMITED;DONEPEZILO CLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
42668;DOPAMINA;200 mg/ 5 mL;Solución Inyectable;Caja Ampolla x 5 mL;20;EE05060;SANDERSON S.A.;LABORATORIO SANDERSON S.A.;DOPAMINA CLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
58635;DOPAMINA CLORHIDRATO;200 mg/ 5 mL;Solución Inyectable;Caja Ampolla x 5 mL;20;EE05060;MEDIFARMA S.A.;LABORATORIO SANDERSON S.A.;DOPAMINA CLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
51570;DOPECIL 10;10 mg;Comprimido Recubierto;Caja Envase Blíster Comprimido;30;EE08671;QUIMFA PERU S.A.C.;QUIMFA S.A;DONEPEZILO CLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
51571;DOPECIL 5;5 mg;Comprimido Recubierto;Caja Envase Blister Comprimido Recubierto;30;EE08670;QUIMFA PERU S.A.C.;QUIMFA S.A;DONEPEZILO CLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
56285;DOPERFAN;2 mg;Tableta;Caja Envase Blíster Tableta;100;EN09145;LIDER PHARMA S.A.;LABORATORIOS PORTUGAL S.R.L.;LOPERAMIDA CLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
61238;DOPLICIN 25;25 mg;Cápsula;Caja Envase Blister Cápsula;100;EE14679;DROGUERIA LIPHARMA S.A.C.;TRIDENT LIFELINE LTD.;INDOMETACINA;ESPECIALIDAD FARMACEUTICA;ACT
38556;DOPROX;550 mg;Comprimido Recubierto;Caja Envase Blíster Comprimidos Recubiertos;100;EN00021;DOCTOR ANDREU Q.F.S.A.;CIFARMA S.A.C. - LIMA - PERÚ;NAPROXENO;ESPECIALIDAD FARMACEUTICA;ACT
51340;DORALIV;125 mg;Tableta Recubierta;Caja Envase Blíster Tabletas Recubiertas;30;EN06638;LABORATORIOS PORTUGAL S.R.L.;LABORATORIOS PORTUGAL S.R.L.;CLONIXINATO DE LISINA;ESPECIALIDAD FARMACEUTICA;ACT
51468;DORAXOL®;300 mg + 250 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta;100;EN07970;TERBOL PERU SOCIEDAD ANONIMA CERRADA;LABORATORIOS PORTUGAL S.R.L.;CLORZOXAZONA + PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
47955;DORELIN;100 mg/ 5 mL;Suspensión Oral;Caja Frasco x 120 mL + accesorio;1;EN06065;LABORATORIOS QUILLA PHARMA PERU S.A.C.;LABORATORIOS PORTUGAL S.R.L.;IBUPROFENO;ESPECIALIDAD FARMACEUTICA;ACT
50039;DORIFAST;100 mg;Cápsula;Caja Envase Blister Cápsula;100;EN05288;LABORATORIOS QUILLA PHARMA PERU S.A.C.;LABORATORIOS PORTUGAL S.R.L.;DOXICICLINA HICLATO;ESPECIALIDAD FARMACEUTICA;ACT
52568;DORITA 28;0.15 mg + 0.03 mg;Tableta Recubierta;Caja Envase Blíster x 28 Tableta Recubierta;1;EE03029;INTIPHARMA S.A.C.;LABORATORIO UNICURE REMEDIES PVT. LIMITED;ETINILESTRADIOL + LEVONORGESTREL;ESPECIALIDAD FARMACEUTICA;ACT
54118;DORIXINA RELAX;450 mg + 35 mg;Comprimido;Caja Envase Blister Comprimido;50;EE08653;MEGA LABS LATAM S.A.;MEGA LABS S.A.;ORFENADRINA CITRATO + PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
49309;DORIXINA RELAX;;Comprimido Recubierto;Caja Envase Blister Comprimido Recubierto;100;EE08327;MEGA LABS LATAM S.A.;ROEMMERS S.A. - URUGUAY;ORFENADRINA CITRATO + PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
37139;DORLIP;2 %;Solución Oftálmica;Caja Frasco Gotero  X 5 mL;1;EE01774;DROGUERIA LIPHARMA S.A.C.;LABORATORIO FDC LIMITED;DORZOLAMIDA CLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
47555;DORLIP-T;4 mg + 5 mg/ mL;Solución Oftálmica;Caja Frasco Gotero x 5 mL;1;EE04355;DROGUERIA LIPHARMA S.A.C.;FDC LIMITED;DORZOLAMIDA CLORHIDRATO + TIMOLOL MALEATO;ESPECIALIDAD FARMACEUTICA;ACT
49134;DORMEX;7.5 mg;Comprimido Recubierto;"Caja Envase Blister Comprimidos Recubiertos	";20;EN07433;FARMINDUSTRIA S.A.;FARMINDUSTRIA S.A.;ZOPICLONA;ESPECIALIDAD FARMACEUTICA;ACT
44601;DORMIDINA;25 mg;Comprimido Recubierto;Caja Envase Blíster Comprimidos Recubiertos;14;ee05089;GALENICUM VITAE PERU S.A.C.;DR. ESTEVE S.A. ;SUCCINATO DE DOXILAMINA;ESPECIALIDAD FARMACEUTICA;ACT
59804;DORMIDINA;25 mg;COMPRIMIDO RECUBIERTO CON PELICULA;Caja Envase Blíster Comprimidos Recubiertos;14;EE05089;GALENICUM VITAE PERU S.A.C.;TOWA PHARMACEUTICAL EUROPE, S.L.;SUCCINATO DE DOXILAMINA;ESPECIALIDAD FARMACEUTICA;ACT
59568;DORMIDINA;25 mg;Comprimido Recubierto;Caja Envase Blíster Comprimidos Recubiertos;14;EE05089;GALENICUM VITAE PERU S.A.C.;TOWA PHARMACEUTICAL EUROPE, S.L.;SUCCINATO DE DOXILAMINA;ESPECIALIDAD FARMACEUTICA;ACT
59992;DORMIDINA;25 mg;Comprimido Recubierto;Caja Envase Blíster Comprimidos Recubiertos;14;EE05089;GALENICUM HEALTH PERÚ S.A.C.;TOWA PHARMACEUTICAL EUROPE, S.L.;SUCCINATO DE DOXILAMINA;ESPECIALIDAD FARMACEUTICA;ACT
61030;DORMONID;50 mg/ 10 mL;Solución Inyectable;Caja Ampolla x 10 mL;5;EE10672;LABORATORIOS SIEGFRIED S.A.C.;ROEMMERS S.A.I.C.F - ARGENTINA;MIDAZOLAM;ESPECIALIDAD FARMACEUTICA;ACT
60815;DORMONID;5 mg/ 5 mL;Solución Inyectable;Caja Ampolla x 5 mL;1;EE10670;LABORATORIOS SIEGFRIED S.A.C.;ROEMMERS S.A.I.C.F - ARGENTINA;MIDAZOLAM;ESPECIALIDAD FARMACEUTICA;ACT
60816;DORMONID;5 mg/ 5 mL;Solución Inyectable;Caja Ampolla x 5 mL;5;EE10670;LABORATORIOS SIEGFRIED S.A.C.;ROEMMERS S.A.I.C.F - ARGENTINA;MIDAZOLAM;ESPECIALIDAD FARMACEUTICA;ACT
57090;DORMONID;15 mg;Comprimido Recubierto;Caja Envase Blister Comprimido Recubierto;10;EE10646;LABORATORIOS SIEGFRIED S.A.C.;ROEMMERS S.A.I.C.F - ARGENTINA;MIDAZOLAM MALEATO;ESPECIALIDAD FARMACEUTICA;ACT
49447;DORMONID;15 mg/ 3 mL;Solución Inyectable;Caja Ampolla x 3 mL;5;EE02423;LABORATORIOS SIEGFRIED S.A.C.;CENEXI SAS - FRANCIA;MIDAZOLAM CLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
46271;DORMONID;15 mg/ 3 mL;Solución Inyectable;Caja Ampolla x 3 mL;5;EE02423;ROCHE FARMA (PERU) S.A.;CENEXI SAS - FRANCIA;MIDAZOLAM CLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
58738;DOROFTAL-HG;2 %;Solución Oftálmica;Caja Frasco Gotero x 5 mL;1;EE12417;AXIERTA S.A.C.;MAKCUR LABORATORIES. LTD;DORZOLAMIDA CLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
57354;DORSOF;2 %;Solución Oftálmica;Caja Frasco Gotero x 5 mL;1;EN05662;EURO LATINA HEALTHCARE SOCIEDAD ANONIMA CERRADA - ELH S.A.C.;CIFARMA S.A.C. - LIMA - PERÚ;DORZOLAMIDA CLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
44577;DORSOF;2 %;Solución Oftálmica;Caja Frasco Gotero x 5mL;1;EN05662;ALBIS S.A.C.;ALBIS S.A.C. - PERU;DORZOLAMIDA CLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
55366;DORSOF - T;20 mg/ mL + 5 mg/ mL;Solución Oftálmica;Caja Frasco Gotero x 5 mL;1;EN03019;EURO LATINA HEALTHCARE SOCIEDAD ANONIMA CERRADA - ELH S.A.C.;CIFARMA S.A.C. - LIMA - PERÚ;DORZOLAMIDA CLORHIDRATO + TIMOLOL MALEATO;ESPECIALIDAD FARMACEUTICA;ACT
38322;DORTIM;;Solución Oftálmica;Caja Frasco x 6 mL;1;EE00592;ESPECIALIDADES OFTALMOLOGICAS S.A. SUCURSAL DEL PERU - OPHTHA - PERU;LABORATORIO OTICOFF S.A.S.;DORZOLAMIDA CLORHIDRATO + TIMOLOL MALEATO;ESPECIALIDAD FARMACEUTICA;ACT
54434;DORZATIM;2.0 % + 0.5 %;Suspensión Oftálmica;Caja Frasco Gotero x 5 mL;1;EE10140;SUN PHARMACEUTICAL INDUSTRIES S.A.C.;SUN PHARMACEUTICAL INDUSTRIES LIMITED;DORZOLAMIDA CLORHIDRATO + TIMOLOL MALEATO;ESPECIALIDAD FARMACEUTICA;ACT
35122;DOSTEIN;300 mg;Cápsula;Caja Envase Blister Cápsulas;10;EE00155;TECHSPHERE PERU S.A.;PRODUCTOS CIENTIFICOS S.A. DE C.V.;ERDOSTEINA;ESPECIALIDAD FARMACEUTICA;ACT
35123;DOSTEIN;300 mg;Cápsula;Caja Envase Blister Cápsulas;20;EE00155;TECHSPHERE PERU S.A.;PRODUCTOS CIENTIFICOS S.A. DE C.V.;ERDOSTEINA;ESPECIALIDAD FARMACEUTICA;ACT
41127;DOSTEIN;175 mg/ 5 mL;Polvo para Suspensión Oral;Caja Frasco x 30 mL;1;EE02364;TECHSPHERE PERU S.A.;PRODUCTOS CIENTIFICOS S.A. DE C.V.;ERDOSTEINA;ESPECIALIDAD FARMACEUTICA;ACT
