Cod_Prod;Nom_Prod;Concent;Nom_Form_Farm;Presentac;Fracción;Num_RegSan;Nom_Titular;Nom_Fabricante;Nom_IFA;Nom_Rubro;Situación
55276;DOLOFENAC FLEX;3 mg;Tableta;Caja Envase Blíster Tabletas;100;EN09118;MEDIFARMA S.A.;MEDIFARMA S.A.;PRIDINOL;ESPECIALIDAD FARMACEUTICA;ACT
57517;DOLOFENAC FLEX;3 mg;Tableta;Caja Envase Blíster Tabletas;30;EN09118;MEDIFARMA S.A.;MEDIFARMA S.A.;PRIDINOL;ESPECIALIDAD FARMACEUTICA;ACT
55267;DOLOFINALDOL;2 %;Gel;Caja Tubo x 50 g;1;EN06587;CORPORATION MECOFARM SOCIEDAD ANONIMA CERRADA - CORPORATION MECOFARM S.A.C.;LABORATORIOS PORTUGAL S.R.L.;DICLOFENACO DIETILAMINA;ESPECIALIDAD FARMACEUTICA;ACT
60128;DOLOFIND;75 mg/ 3 mL;Solución Inyectable;Caja Ampolla x 3 mL;10;EE13255;CFALAB PERU S.A.C.;REYOUNG PHARMACEUTICAL CO. LTD.;DICLOFENACO SODICO;ESPECIALIDAD FARMACEUTICA;ACT
51642;DOLOFLAM EXTRAFORTE;400 mg;Tableta;Caja Envase Blíster Tableta;10;EE07802;JOHNSON & JOHNSON DEL PERU S.A.;JANSSEN CILAG S.p.A.;IBUPROFENO;ESPECIALIDAD FARMACEUTICA;ACT
51643;DOLOFLAM EXTRAFORTE;400 mg;Tableta;Caja Envase Blíster Tableta;30;EE07802;JOHNSON & JOHNSON DEL PERU S.A.;JANSSEN CILAG S.p.A.;IBUPROFENO;ESPECIALIDAD FARMACEUTICA;ACT
51644;DOLOFLAM EXTRAFORTE;400 mg;Tableta;Caja Envase Blíster Tableta;100;EE07802;JOHNSON & JOHNSON DEL PERU S.A.;JANSSEN CILAG S.p.A.;IBUPROFENO;ESPECIALIDAD FARMACEUTICA;ACT
46571;DOLOFLAM EXTRAFORTE;400 mg;Tableta;Caja Envase Blíster Tableta;1;E23166;JOHNSON & JOHNSON DEL PERU S.A.;JANSSEN CILAG S.p.A.;IBUPROFENO;MEDICAMENTO DE MARCA;ACT
32789;DOLOFLAM EXTRAFORTE;400 mg;Tableta;Caja Envase Blister Tabletas;150;E23166;JOHNSON & JOHNSON DEL PERU S.A.;JANSSEN CILAG S.p.A.;IBUPROFENO;MEDICAMENTO DE MARCA;ACT
35815;DOLOFLAM EXTRAFORTE;400 mg;Tableta;Caja Envase Blister Tabletas;100;E23166;JOHNSON & JOHNSON DEL PERU S.A.;JANSSEN CILAG S.p.A.;IBUPROFENO;MEDICAMENTO DE MARCA;ACT
44953;DOLOFOR 600 DOL;600 mg;Tableta Recubierta;Caja Envase Blíster Tabletas Recubiertas;120;EN04566;DISTRIBUIDORA CONTINENTAL 6 S.A.;MEDROCK CORPORATION SOCIEDAD ANONIMA CERRADA;IBUPROFENO;ESPECIALIDAD FARMACEUTICA;ACT
40612;DOLOFOR 800 DOL;800 mg;Tableta Recubierta;Caja Envase Blister Tabletas;120;EN03916;DISTRIBUIDORA CONTINENTAL 6 S.A.;MEDROCK CORPORATION SOCIEDAD ANONIMA CERRADA;IBUPROFENO;ESPECIALIDAD FARMACEUTICA;ACT
55061;DOLOFRENAR;500 mg + 150 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta;100;EN08753;SEBAL FARMA DISTRIBUCIONES S.A.C.;LABORATORIOS PORTUGAL S.R.L.;IBUPROFENO + PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
46454;DOLOGINA MUJER;275 mg;Tableta Recubierta;Caja Envase Blíster Tabletas Recubiertas;100;EN01083;DROGUERIA INRETAIL PHARMA S.A.;LABORATORIOS PORTUGAL S.R.L.;NAPROXENO SODICO;ESPECIALIDAD FARMACEUTICA;ACT
46253;DOLOGINA®;550 mg;Tableta;Caja Envase Blister Tabletas Recubiertas;100;EN02439;DROGUERIA INRETAIL PHARMA S.A.;LABORATORIOS NATURALES Y GENERICOS S.A.C.;NAPROXENO SODICO;ESPECIALIDAD FARMACEUTICA;ACT
53163;DOLOIBUPRESS FORTE;200 mg + 500 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta;100;EN06852;DROGUERIA E.S.C. PHARMED CORPORATION S.A.C.;DROGUERIA E.S.C. PHARMED CORPORATION S.A.C.;IBUPROFENO + PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
55572;DOLOIBUPRESS FORTE;200 mg + 500 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta;20;EN06852;DROGUERIA E.S.C. PHARMED CORPORATION S.A.C.;DROGUERIA E.S.C. PHARMED CORPORATION S.A.C.;IBUPROFENO + PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
57492;DOLOIR;75 mg/ 3 mL;Solución Inyectable;Caja Ampollas x 3 mL ;10;EE12244;INTIPHARMA S.A.C.;REYOUNG PHARMACEUTICAL CO. LTD.;DICLOFENACO SODICO;ESPECIALIDAD FARMACEUTICA;ACT
59186;DOLOIR FORTE;2 %;Gel;Caja Tubo x 50 g;1;EN06401;INTIPHARMA S.A.C.;LABORATORIOS PORTUGAL S.R.L.;DICLOFENACO DIETILAMINA;ESPECIALIDAD FARMACEUTICA;ACT
56061;DOLO-KET;60 mg/ 2 mL;Solución Inyectable;Caja Ampolla x 2 mL;25;EE10692;INTIPHARMA S.A.C.;SANJIVANI PARENTERAL LIMITED;KETOROLACO TROMETAMINA;ESPECIALIDAD FARMACEUTICA;ACT
52690;DOLOKETAL;10 mg;Comprimido Recubierto;Caja Envase Blíster Comprimido Recubierto;100;EN06276;LABORATORIOS FARMACEUTICOS MARKOS S.A.;LABORATORIOS FARMACEUTICOS MARKOS S.A.;KETOROLACO TROMETAMINA;ESPECIALIDAD FARMACEUTICA;ACT
58808;DOLOKETAL;10 mg;Comprimido Recubierto;Caja Envase Blíster Comprimido Recubierto;2;EN06276;CORPORACION COBEFAR S.A.C.;LABORATORIOS FARMACEUTICOS MARKOS S.A.;KETOROLACO TROMETAMINA;ESPECIALIDAD FARMACEUTICA;ACT
58389;DOLOKETAL;10 mg;Comprimido Recubierto;Caja Envase Blíster Comprimido Recubierto;100;EN06276;CORPORACION COBEFAR S.A.C.;LABORATORIOS FARMACEUTICOS MARKOS S.A.;KETOROLACO TROMETAMINA;ESPECIALIDAD FARMACEUTICA;ACT
48660;DOLOKID S;100 mg/ 5 mL;Suspensión Oral;Caja Frasco x 60 mL;1;EN07456;INTIPHARMA S.A.C.;LABORATORIOS GABBLAN S.A.C.;IBUPROFENO;ESPECIALIDAD FARMACEUTICA;ACT
52081;DOLOL;100 mg/ mL;Solución Oral;Caja Frasco Gotero x 15 mL;1;EN00338;INSTITUTO QUIMIOTERAPICO S.A. - IQFARMA;INSTITUTO QUIMIOTERAPICO S.A.;PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
49915;DOLOL;500 mg;Tableta;Caja Envase Sobre x 2 Tabletas;100;EN04185;INSTITUTO QUIMIOTERAPICO S.A. - IQFARMA;INSTITUTO QUIMIOTERAPICO S.A.;PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
41016;DOLOL;160 mg/ 5 mL;Jarabe;Caja Frasco x 60 mL;1;EN03096;INSTITUTO QUIMIOTERAPICO S.A. - IQFARMA;INSTITUTO QUIMIOTERAPICO S.A.;PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
37840;DOLOL;100 mg/ mL;Solución Oral;Frasco Gotero x 15 mL;1;EN00338;INSTITUTO QUIMIOTERAPICO S.A. - IQFARMA;INSTITUTO QUIMIOTERAPICO S.A.;PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
61577;DOLOL;160 mg/ 5 mL;Solución Oral;Caja Frasco x 60 mL;1;EN03096;INSTITUTO QUIMIOTERAPICO S.A. - IQFARMA;INSTITUTO QUIMIOTERAPICO S.A.;PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
52626;DOLOL;500 mg;Tableta;Caja Envase Blíster Tableta;100;EN04185;INSTITUTO QUIMIOTERAPICO S.A. - IQFARMA;INSTITUTO QUIMIOTERAPICO S.A.;PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
48681;DOLOL FORTE;500 mg + 65 mg;Tableta Recubierta;Caja Envase Blister Tableta Recubierta;50;EN07136;INSTITUTO QUIMIOTERAPICO S.A. - IQFARMA;INSTITUTO QUIMIOTERAPICO S.A.;CAFEINA + PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
50282;DOLOL® ANTIGRIPAL NF;250 mg + 5 mg + 100 mg;Tableta Recubierta;Caja Envase Blister Tableta Recubierta;100;EN07531;INSTITUTO QUIMIOTERAPICO S.A. - IQFARMA;INSTITUTO QUIMIOTERAPICO S.A.;FENILEFRINA CLORHIDRATO + GUAIFENESINA + PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
52325;DOLOMARKET PLUS;500 mg + 150 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta;100;EN08361;BRAND AND MARKETING CONSULTORES S.A.C.;LABORATORIOS PORTUGAL S.R.L.;IBUPROFENO + PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
37823;DOLOMAX;100 mg/ 5 mL;Suspensión Oral;Caja Frasco X 60 mL;2;EN02289;MEDIFARMA S.A.;MEDIFARMA S.A.;IBUPROFENO;ESPECIALIDAD FARMACEUTICA;ACT
37824;DOLOMAX;100 mg/ 5 mL;Suspensión Oral;Caja Frasco X 60 mL;1;EN02289;MEDIFARMA S.A.;MEDIFARMA S.A.;IBUPROFENO;ESPECIALIDAD FARMACEUTICA;ACT
35613;DOLOMAX;40 mg/ mL;Suspensión Oral;Frasco Gotero X 20 mL;1;EN00205;MEDIFARMA S.A.;MEDIFARMA S.A.;IBUPROFENO;ESPECIALIDAD FARMACEUTICA;ACT
35511;DOLOMAX;400 mg;Tableta;Caja Envase Blister Tabletas;20;EN00293;MEDIFARMA S.A.;MEDIFARMA S.A.;IBUPROFENO;ESPECIALIDAD FARMACEUTICA;ACT
35512;DOLOMAX;400 mg;Tableta;Caja Envase Blister Tabletas;120;EN00293;MEDIFARMA S.A.;MEDIFARMA S.A.;IBUPROFENO;ESPECIALIDAD FARMACEUTICA;ACT
35546;DOLOMAX;200 mg;Tableta;Caja Envase Blister Tabletas;100;EN00294;MEDIFARMA S.A.;MEDIFARMA S.A.;IBUPROFENO;ESPECIALIDAD FARMACEUTICA;ACT
37398;DOLOMAX;400 mg;Cápsula Blanda;Caja Envase Blister Cápsulas Blandas;100;EN02662;MEDIFARMA S.A.;MEDIFARMA S.A.;IBUPROFENO;ESPECIALIDAD FARMACEUTICA;ACT
38576;DOLOMAX PLUS;;Tableta Recubierta;Caja Envase Blister Tabletas;100;EN02654;MEDIFARMA S.A.;MEDIFARMA S.A.;IBUPROFENO + PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
38900;DOLOMAX PLUS;;Tableta Recubierta;Caja Envase Blister Tabletas;20;EN02654;MEDIFARMA S.A.;MEDIFARMA S.A.;IBUPROFENO + PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
52946;DOLOMECAB;200 mg + 250 mg + 65 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta;100;EN06227;CORPORATION MECOFARM SOCIEDAD ANONIMA CERRADA - CORPORATION MECOFARM S.A.C.;LABORATORIOS PORTUGAL S.R.L.;ACIDO ACETILSALICILICO + CAFEINA + PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
50823;DOLOMEJORAL;550 mg;Tableta Recubierta;Caja Envase Blister Tabletas Recubiertas;120;EN06866;MEDIFARMA S.A.;MEDIFARMA S.A.;NAPROXENO SODICO;ESPECIALIDAD FARMACEUTICA;ACT
50824;DOLOMEJORAL;550 mg;Tableta Recubierta;Caja Envase Blister Tabletas Recubiertas;60;EN06866;MEDIFARMA S.A.;MEDIFARMA S.A.;NAPROXENO SODICO;ESPECIALIDAD FARMACEUTICA;ACT
50825;DOLOMEJORAL;275 mg;Tableta Recubierta;Caja Envase Blister Tabletas Recubierta;30;EN07858;MEDIFARMA S.A.;MEDIFARMA S.A.;NAPROXENO SODICO;ESPECIALIDAD FARMACEUTICA;ACT
42265;DOLOMELID COMPUESTO;500 mg/ 10 mg;Tableta Recubierta;Caja Envase Blister Tabletas;100;EN00445;INTIPHARMA S.A.C.;LABORATORIOS NATURALES Y GENERICOS S.A.C.;HIOSCINA N-BUTILBROMURO + PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
61988;DOLOMELOXIC 15;15 mg;Tableta;Caja Envase Blíster Tableta;100;EN01367;ANSOLAT S.A.C.;LABORATORIOS PORTUGAL S.R.L.;MELOXICAM;ESPECIALIDAD FARMACEUTICA;ACT
50504;DOLOMES FEM;275 mg;Tableta Recubierta;Caja Envase Blister Tableta Recubierta;100;EN07545;INTIPHARMA S.A.C.;LABORATORIOS PORTUGAL S.R.L.;NAPROXENO SODICO;ESPECIALIDAD FARMACEUTICA;ACT
43578;DOLOMIL;100 mg/ 5 mL;Suspensión Oral;Frasco x 60 mL;1;EN05167;RUCEF S.A.C.;LABORATORIOS NATURALES Y GENERICOS S.A.C. - NATURGEN;IBUPROFENO;ESPECIALIDAD FARMACEUTICA;ACT
57654;DOLOMIOPRESS FORTE;450 mg + 35 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta;10;EN08857;DROGUERIA E.S.C. PHARMED CORPORATION S.A.C.;DROGUERIA E.S.C. PHARMED CORPORATION S.A.C.;ORFENADRINA CITRATO + PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
57309;DOLOMIOPRESS FORTE;450 mg + 35 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta;100;EN08857;DROGUERIA E.S.C. PHARMED CORPORATION S.A.C.;DROGUERIA E.S.C. PHARMED CORPORATION S.A.C.;ORFENADRINA CITRATO + PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
53939;DOLOMOL;1 g;Tableta;Caja Envase Blíster Tabletas;100;EE10520;INTIPHARMA S.A.C.;REYOUNG PHARMACEUTICAL CO. LTD.;PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
60198;DOLOMOL;1000 mg/ 100 mL;Solución para Perfusión;Caja Vial x 100 mL;1;EE14979;INTIPHARMA S.A.C.;SHIJIAZHUANG Nº4 PHARMACEUTICAL CO. LTD.;PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
61749;DOLOMOT FORTE;2 %;Gel;Tubo x 50 g;1;EN08684;CORPORACION COBEFAR S.A.C.;LABORATORIOS PORTUGAL S.R.L.;DICLOFENACO DIETILAMINA;ESPECIALIDAD FARMACEUTICA;ACT
49676;DOLOMYCIN FORTE;50 mg + 500 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta;200;EN07320;SCOP DEL PERU S.A.;MEDROCK CORPORATION SOCIEDAD ANONIMA CERRADA;IBUPROFENO + PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
45545;DOLONET;200 mg;Cápsula Blanda;Caja Envase Blister Cápsulas Blandas;100;EE00811;UNIMED DEL PERU S.A.;PROCAPS S.A.;IBUPROFENO;ESPECIALIDAD FARMACEUTICA;ACT
40055;DOLONET;200 mg;Cápsula Blanda;Caja Envase Blister Cápsulas Blandas;20;EE00811;UNIMED DEL PERU S.A.;PROCAPS S.A.;IBUPROFENO;ESPECIALIDAD FARMACEUTICA;ACT
57543;DOLONET;100 mg/ 5 mL;Suspensión Oral;Caja Frasco x 60 mL;1;EN09032;UNIMED DEL PERU S.A.;LABORATORIOS GABBLAN S.A.C.;IBUPROFENO;ESPECIALIDAD FARMACEUTICA;ACT
41978;DOLONET FORTE;400 mg;Cápsula Blanda;Caja Envase Blíster Cápsulas Blandas;100;EE01462;UNIMED DEL PERU S.A.;PROCAPS S.A.;IBUPROFENO;ESPECIALIDAD FARMACEUTICA;ACT
61639;DOLO-NEURO-DEL FORTE;;Cápsula;Caja Envase Blíster Cápsulas;100;EN10132;LABORATORIOS DELFARMA S.A.C.;LABORATORIOS DELFARMA S.A.C.;CIANOCOBALAMINA + DICLOFENACO SODICO + PIRIDOXINA CLORHIDRATO + TIAMINA CLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
57404;DOLOPAK;500 mg;Tableta;Caja Envase Blíster Tableta;100;EE11921;PAK FARMA S.A.C.;REYOUNG PHARMACEUTICAL CO. LTD.;PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
40952;DOLOPARAMIDOL;50 mg + 500 mg;Comprimido Recubierto;Caja Envase Blíster Comprimidos;200;EN04218;LABORATORIOS FARMACEUTICOS MARKOS S.A.;LABORATORIOS FARMACEUTICOS MARKOS S.A.;IBUPROFENO + PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
54237;DOLOPARAMIDOL NF;500 mg + 150 mg;Comprimido Recubierto;Caja Envase Blíster Comprimidos Recubiertos;200;EN04218;LABORATORIOS FARMACEUTICOS MARKOS S.A.;LABORATORIOS FARMACEUTICOS MARKOS S.A.;IBUPROFENO + PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
57567;DOLOPHAR;100 mg;Comprimido Gastrorresistente;Caja Envase Blíster Comprimido Gastrorresistente;100;EE11722;DROGUERIA LABORATORIO FARVET S.A.C.;REYOUNG PHARMACEUTICAL CO. LTD.;DICLOFENACO SODICO;ESPECIALIDAD FARMACEUTICA;ACT
57606;DOLOPIREX;500 mg + 200 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta;100;EN09055;DROGUERIA E.S.C. PHARMED CORPORATION S.A.C.;DROGUERIA E.S.C. PHARMED CORPORATION S.A.C.;IBUPROFENO + PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
55085;DOLOPLUS RELAX DUO;450 mg + 35 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta;100;EN08946;NOVAX E.I.R.L.;LABORATORIOS GABBLAN S.A.C.;ORFENADRINA CITRATO + PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
61513;DOLOPRESS;50 mg;Tableta Recubierta de Liberación Retardada;Caja Envase Blister Tableta Recubierta de Liberación Retardada;100;EN06582;GENERION CORPORATION E.I.R.L.;DROGUERIA E.S.C. PHARMED CORPORATION S.A.C.;DICLOFENACO SODICO;ESPECIALIDAD FARMACEUTICA;ACT
47786;DOLOPRESS;50 mg;Tableta Recubierta de Liberación Retardada;Caja Envase Blister Tabletas Recubierta de Liberación Retard;100;EN06582;DROGUERIA E.S.C. PHARMED CORPORATION S.A.C.;DROGUERIA E.S.C. PHARMED CORPORATION S.A.C.;DICLOFENACO SODICO;ESPECIALIDAD FARMACEUTICA;ACT
61514;DOLOPRESS FLASH;50 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta;100;EN09380;GENERION CORPORATION E.I.R.L.;DROGUERIA E.S.C. PHARMED CORPORATION S.A.C.;DICLOFENACO POTASICO;ESPECIALIDAD FARMACEUTICA;ACT
57149;DOLOPRESS FLASH;50 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta;100;EN09380;DROGUERIA E.S.C. PHARMED CORPORATION S.A.C.;DROGUERIA E.S.C. PHARMED CORPORATION S.A.C.;DICLOFENACO POTASICO;ESPECIALIDAD FARMACEUTICA;ACT
49126;DOLO-QUIMAGESICO;1 %;Aerosol Tópico;Frasco Aerosol x 85 mL.;1;EN07273;FARMINDUSTRIA S.A.;FARMINDUSTRIA S.A.;DICLOFENACO DIETILAMINA;ESPECIALIDAD FARMACEUTICA;ACT
48646;DOLORAL;200 mg;Tableta Recubierta;Caja Envase Blister Tableta Recubierta;100;EN07493;HERSIL S.A.C. LABORATORIOS INDUSTRIALES FARMACEUTICOS;HERSIL S.A. LABORATORIOS INDUSTRIALES FARMACEUTICOS;IBUPROFENO;ESPECIALIDAD FARMACEUTICA;ACT
39684;DOLORAL;100 mg/ 5 mL;Suspensión Oral;Caja Frasco X 60 mL;1;EN02007;HERSIL S.A.C. LABORATORIOS INDUSTRIALES FARMACEUTICOS;HERSIL S.A. LABORATORIOS INDUSTRIALES FARMACEUTICOS;IBUPROFENO;ESPECIALIDAD FARMACEUTICA;ACT
38547;DOLORAL;400 mg;Tableta Recubierta;Caja Envase Blister Tableta Recubierta;100;EN02057;HERSIL S.A.C. LABORATORIOS INDUSTRIALES FARMACEUTICOS;HERSIL S.A. LABORATORIOS INDUSTRIALES FARMACEUTICOS;IBUPROFENO;ESPECIALIDAD FARMACEUTICA;ACT
38312;DOLORAL;40 mg/ mL;Suspensión Oral;Caja Frasco Gotero X 15 mL;1;EN01666;HERSIL S.A.C. LABORATORIOS INDUSTRIALES FARMACEUTICOS;HERSIL S.A. LABORATORIOS INDUSTRIALES FARMACEUTICOS;IBUPROFENO;ESPECIALIDAD FARMACEUTICA;ACT
61647;DOLORAL;200 mg;Tableta Recubierta;Caja Envase Blister Tableta Recubierta;100;EN07493;HERSIL S.A.C. LABORATORIOS INDUSTRIALES FARMACEUTICOS;HERSIL S.A.C LABORATORIOS INDUSTRIALES FARMACEUTICOS;IBUPROFENO;ESPECIALIDAD FARMACEUTICA;ACT
61661;DOLORAL;100 mg/ 5 mL;Suspensión Oral;Caja Frasco x 60 mL;1;EN02007;HERSIL S.A.C. LABORATORIOS INDUSTRIALES FARMACEUTICOS;HERSIL S.A.C LABORATORIOS INDUSTRIALES FARMACEUTICOS;IBUPROFENO;ESPECIALIDAD FARMACEUTICA;ACT
61662;DOLORAL;400 mg;Tableta Recubierta;Caja Envase Blister Tableta Recubierta;100;EN02057;HERSIL S.A.C. LABORATORIOS INDUSTRIALES FARMACEUTICOS;HERSIL S.A.C LABORATORIOS INDUSTRIALES FARMACEUTICOS;IBUPROFENO;ESPECIALIDAD FARMACEUTICA;ACT
61663;DOLORAL;40 mg/ mL;Suspensión Oral;Caja Frasco Gotero x 15 mL;1;EN01666;HERSIL S.A.C. LABORATORIOS INDUSTRIALES FARMACEUTICOS;HERSIL S.A.C LABORATORIOS INDUSTRIALES FARMACEUTICOS;IBUPROFENO;ESPECIALIDAD FARMACEUTICA;ACT
61258;DOLORAL;100 mg/ 5 mL;Suspensión Oral;Caja Frasco x 60 mL;1;EN09905;HERSIL S.A.C. LABORATORIOS INDUSTRIALES FARMACEUTICOS;MEDIFARMA S.A.;IBUPROFENO;ESPECIALIDAD FARMACEUTICA;ACT
61796;DOLORAL;100 mg/ 5 mL;Suspensión Oral;Caja Frasco x 60 mL;1;EN02007;HERSIL S.A.C. LABORATORIOS INDUSTRIALES FARMACEUTICOS;HERSIL S.A.C LABORATORIOS INDUSTRIALES FARMACEUTICOS;IBUPROFENO;ESPECIALIDAD FARMACEUTICA;ACT
62020;DOLORAL;40 mg/ mL;Suspensión Oral;Caja Frasco x 15 mL;1;EN09888;HERSIL S.A.C. LABORATORIOS INDUSTRIALES FARMACEUTICOS;MEDIFARMA S.A.;IBUPROFENO;ESPECIALIDAD FARMACEUTICA;ACT
61259;DOLORAL ® FORTE;200 mg/ 5 mL;Suspensión Oral;Caja Frasco x 60 mL;1;EN09681;HERSIL S.A.C. LABORATORIOS INDUSTRIALES FARMACEUTICOS;MEDIFARMA S.A.;IBUPROFENO;ESPECIALIDAD FARMACEUTICA;ACT
61664;DOLORAL® FORTE;200 mg/ 5 mL;Suspensión Oral;Caja Frasco x 60 mL + Accesorio;1;EN08542;HERSIL S.A.C. LABORATORIOS INDUSTRIALES FARMACEUTICOS;HERSIL S.A.C LABORATORIOS INDUSTRIALES FARMACEUTICOS;IBUPROFENO;ESPECIALIDAD FARMACEUTICA;ACT
52553;DOLORAL® FORTE;200 mg/ 5 mL;Suspensión Oral;Caja Frasco x 60 mL + Accesorio;1;EN08542;HERSIL S.A.C. LABORATORIOS INDUSTRIALES FARMACEUTICOS;HERSIL S.A. LABORATORIOS INDUSTRIALES FARMACEUTICOS;IBUPROFENO;ESPECIALIDAD FARMACEUTICA;ACT
60452;DOLOR-CYTO;160 mg/ 5 mL;Solución Oral;Caja Frasco x 60 mL;1;EN09933;JOBAL PHARMA E.I.R.L.;LABORATORIOS PORTUGAL S.R.L.;PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
60453;DOLOR-CYTO;160 mg/ 5 mL;Solución Oral;Caja Frasco x 120 mL;1;EN09933;JOBAL PHARMA E.I.R.L.;LABORATORIOS PORTUGAL S.R.L.;PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
39373;DOLORELIEF 150;150 mg;Cápsula;Caja Envase Blister Cápsulas;30;EE02710;NORDIC PHARMACEUTICAL COMPANY S.A.C.;MSN LABORATORIES PRIVATE LIMITED - INDIA;PREGABALINA;ESPECIALIDAD FARMACEUTICA;ACT
39376;DOLORELIEF 150;150 mg;Cápsula;Caja Envase Blister Cápsulas;100;EE02710;NORDIC PHARMACEUTICAL COMPANY S.A.C.;MSN LABORATORIES PRIVATE LIMITED - INDIA;PREGABALINA;ESPECIALIDAD FARMACEUTICA;ACT
39377;DOLORELIEF 300;300 mg;Cápsula;Caja Envase Blister Cápsulas;30;EE02707;NORDIC PHARMACEUTICAL COMPANY S.A.C.;MSN LABORATORIES PRIVATE LIMITED - INDIA;PREGABALINA;ESPECIALIDAD FARMACEUTICA;ACT
39378;DOLORELIEF 300;300 mg;Cápsula;Caja Envase Blister Cápsulas;100;EE02707;NORDIC PHARMACEUTICAL COMPANY S.A.C.;MSN LABORATORIES PRIVATE LIMITED - INDIA;PREGABALINA;ESPECIALIDAD FARMACEUTICA;ACT
40981;DOLORELIEF 300;300 mg;Cápsula;Caja Envase Blister Cápsulas;20;EE02707;NORDIC PHARMACEUTICAL COMPANY S.A.C.;MSN LABORATORIES PRIVATE LIMITED - INDIA;PREGABALINA;ESPECIALIDAD FARMACEUTICA;ACT
39374;DOLORELIEF 75;75 mg;Cápsula;Caja Envase Blister Cápsulas;100;EE02708;NORDIC PHARMACEUTICAL COMPANY S.A.C.;MSN LABORATORIES PRIVATE LIMITED - INDIA;PREGABALINA;ESPECIALIDAD FARMACEUTICA;ACT
39375;DOLORELIEF 75;75 mg;Cápsula;Caja Envase Blister Cápsulas;30;EE02708;NORDIC PHARMACEUTICAL COMPANY S.A.C.;MSN LABORATORIES PRIVATE LIMITED - INDIA;PREGABALINA;ESPECIALIDAD FARMACEUTICA;ACT
55472;DOLORGEZE;10 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta;100;EN08939;CFALAB PERU S.A.C.;LABORATORIOS PORTUGAL S.R.L.;KETOROLACO TROMETAMINA;ESPECIALIDAD FARMACEUTICA;ACT
45946;DOLORIT;15 mg;Tableta;Caja Envase Folio Tabletas;100;EN05638;BRISAFARMA S.A.C.;LABORATORIOS INDUQUIMICA S.A.;MELOXICAM;ESPECIALIDAD FARMACEUTICA;ACT
50911;DOLORLESS;500 mg;Tableta;Caja Envase Blíster Tableta;100;EN08020;LABORATORIOS INDUQUIMICA S.A.;LABORATORIOS INDUQUIMICA S.A.;PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
55194;DOLORLESS ANTIGRIPAL;500 mg + 5 mg + 2 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta;100;EN09023;LABORATORIOS INDUQUIMICA S.A.;LABORATORIOS INDUQUIMICA S.A.;CLORFENAMINA MALEATO + FENILEFRINA CLORHIDRATO + PARACETAMOL;ESPECIALIDAD FARMACEUTICA;ACT
